Assignment Id,Canvas Course Code,Assignment Title,Assignment Url,Assignment Categories,Is Required For Progression,Created At,Updated At
168550000000010292,CS_2.3_CS38long,Build Week Project Submission,https://lambdaschool.instructure.com/courses/625/assignments/10292,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010300,CS_2.4_CS38long,Build Week Project Submission,https://lambdaschool.instructure.com/courses/626/assignments/10300,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010303,WEB_3.4_WEBPT21,Build Week Project Submission,https://lambdaschool.instructure.com/courses/623/assignments/10303,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010304,DS_4.4_DSPT7,Build Week Project Submission,https://lambdaschool.instructure.com/courses/620/assignments/10304,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010308,DS_4.4_DS20,Build Week Project Submission,https://lambdaschool.instructure.com/courses/630/assignments/10308,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010312,WEB_3.4_WEBPT22,Build Week Project Submission,https://lambdaschool.instructure.com/courses/636/assignments/10312,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010321,DS_3.4_DS21,Build Week Project Submission,https://lambdaschool.instructure.com/courses/629/assignments/10321,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010322,DS_3.4_DSPT8,Build Week Project Submission,https://lambdaschool.instructure.com/courses/619/assignments/10322,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010335,DS_2.4_DS22,Build Week Project Submission,https://lambdaschool.instructure.com/courses/628/assignments/10335,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010339,DS_2.4_DSPT9,Build Week Project Submission,https://lambdaschool.instructure.com/courses/618/assignments/10339,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010349,WEB_2.4_WEB38,Build Week Project Submission,https://lambdaschool.instructure.com/courses/633/assignments/10349,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010351,WEB_3.4_WEB37,Build Week Project Submission,https://lambdaschool.instructure.com/courses/635/assignments/10351,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010358,WEB_4.4N_WEBPT19,Build Week Project Submission,https://lambdaschool.instructure.com/courses/624/assignments/10358,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010359,WEB_4.4N_WEBPT20,Build Week Project Submission,https://lambdaschool.instructure.com/courses/639/assignments/10359,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010360,DS_1.4_DSPT10,Career Pathways Professional Skills Self-Assessment,https://lambdaschool.instructure.com/courses/617/assignments/10360,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010382,DS_1.4_DSPT10,Career Pathways Pulse Check,https://lambdaschool.instructure.com/courses/617/assignments/10382,build_weeks,,2020-12-03 18:21,2020-12-05 01:37
168550000000010237,CS_3.4_CSPT12,CS Module 1 Quiz,https://lambdaschool.instructure.com/courses/615/assignments/10237,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010245,CS_3.4_CSPT13,CS Module 1 Quiz,https://lambdaschool.instructure.com/courses/616/assignments/10245,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010259,CS_2.3_CS38long,CS Module 1 Quiz,https://lambdaschool.instructure.com/courses/625/assignments/10259,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010261,CS_2.4_CS38long,CS Module 1 Quiz,https://lambdaschool.instructure.com/courses/626/assignments/10261,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010242,CS_3.4_CSPT12,CS Module 2 Quiz,https://lambdaschool.instructure.com/courses/615/assignments/10242,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010252,CS_3.4_CSPT13,CS Module 2 Quiz,https://lambdaschool.instructure.com/courses/616/assignments/10252,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010269,CS_2.3_CS38long,CS Module 2 Quiz,https://lambdaschool.instructure.com/courses/625/assignments/10269,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010272,CS_2.4_CS38long,CS Module 2 Quiz,https://lambdaschool.instructure.com/courses/626/assignments/10272,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010251,CS_3.4_CSPT12,CS Module 3 Quiz,https://lambdaschool.instructure.com/courses/615/assignments/10251,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010265,CS_3.4_CSPT13,CS Module 3 Quiz,https://lambdaschool.instructure.com/courses/616/assignments/10265,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010286,CS_2.3_CS38long,CS Module 3 Quiz,https://lambdaschool.instructure.com/courses/625/assignments/10286,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010291,CS_2.4_CS38long,CS Module 3 Quiz,https://lambdaschool.instructure.com/courses/626/assignments/10291,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010244,CS_3.4_CSPT12,CS Module 4 Quiz,https://lambdaschool.instructure.com/courses/615/assignments/10244,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010254,CS_3.4_CSPT13,CS Module 4 Quiz,https://lambdaschool.instructure.com/courses/616/assignments/10254,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010274,CS_2.3_CS38long,CS Module 4 Quiz,https://lambdaschool.instructure.com/courses/625/assignments/10274,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010277,CS_2.4_CS38long,CS Module 4 Quiz,https://lambdaschool.instructure.com/courses/626/assignments/10277,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010317,DS_3.4_DS21,DS Unit 3 Module 1 Checklist Quiz,https://lambdaschool.instructure.com/courses/629/assignments/10317,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010318,DS_3.4_DSPT8,DS Unit 3 Module 1 Checklist Quiz,https://lambdaschool.instructure.com/courses/619/assignments/10318,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010305,DS_3.4_DSPT8,DS Unit 3 Module 2 Checklist Quiz,https://lambdaschool.instructure.com/courses/619/assignments/10305,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010307,DS_3.4_DS21,DS Unit 3 Module 2 Checklist Quiz,https://lambdaschool.instructure.com/courses/629/assignments/10307,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010313,DS_3.4_DSPT8,DS Unit 3 Module 3 Checklist Quiz,https://lambdaschool.instructure.com/courses/619/assignments/10313,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010314,DS_3.4_DS21,DS Unit 3 Module 3 Checklist Quiz,https://lambdaschool.instructure.com/courses/629/assignments/10314,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010297,DS_3.4_DSPT8,DS Unit 3 Module 4 Checklist Quiz,https://lambdaschool.instructure.com/courses/619/assignments/10297,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010299,DS_3.4_DS21,DS Unit 3 Module 4 Checklist Quiz,https://lambdaschool.instructure.com/courses/629/assignments/10299,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010262,DS_4.4_DSPT7,DS Unit 4 Module 1 Checklist Quiz,https://lambdaschool.instructure.com/courses/620/assignments/10262,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010264,DS_4.4_DS20,DS Unit 4 Module 1 Checklist Quiz,https://lambdaschool.instructure.com/courses/630/assignments/10264,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010276,DS_4.4_DSPT7,DS Unit 4 Module 2 Checklist Quiz,https://lambdaschool.instructure.com/courses/620/assignments/10276,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010279,DS_4.4_DS20,DS Unit 4 Module 2 Checklist Quiz,https://lambdaschool.instructure.com/courses/630/assignments/10279,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010283,DS_4.4_DSPT7,DS Unit 4 Module 3 Checklist Quiz,https://lambdaschool.instructure.com/courses/620/assignments/10283,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010287,DS_4.4_DS20,DS Unit 4 Module 3 Checklist Quiz,https://lambdaschool.instructure.com/courses/630/assignments/10287,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010270,DS_4.4_DSPT7,DS Unit 4 Module 4 Checklist Quiz,https://lambdaschool.instructure.com/courses/620/assignments/10270,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010271,DS_4.4_DS20,DS Unit 4 Module 4 Checklist Quiz,https://lambdaschool.instructure.com/courses/630/assignments/10271,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010255,CS_3.4_CSPT12,General Coding Assessment (GCA),https://lambdaschool.instructure.com/courses/615/assignments/10255,"flex,build_weeks",checked,2020-12-03 18:21,2020-12-05 01:38
168550000000010284,CS_3.4_CSPT13,General Coding Assessment (GCA),https://lambdaschool.instructure.com/courses/616/assignments/10284,"flex,build_weeks",checked,2020-12-03 18:21,2020-12-05 01:38
168550000000010296,CS_2.3_CS38long,General Coding Assessment (GCA),https://lambdaschool.instructure.com/courses/625/assignments/10296,"flex,build_weeks",checked,2020-12-03 18:21,2020-12-05 01:38
168550000000010302,CS_2.4_CS38long,General Coding Assessment (GCA),https://lambdaschool.instructure.com/courses/626/assignments/10302,"flex,build_weeks",checked,2020-12-03 18:21,2020-12-05 01:38
168550000000010341,DS_2.4_DS22,Interviewing Module Project,https://lambdaschool.instructure.com/courses/628/assignments/10341,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010342,DS_2.4_DSPT9,Interviewing Module Project,https://lambdaschool.instructure.com/courses/618/assignments/10342,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010352,WEB_2.4_WEB38,Interviewing Module Project,https://lambdaschool.instructure.com/courses/633/assignments/10352,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010378,DS_1.4_DSPT10,Interviewing Pulse Check,https://lambdaschool.instructure.com/courses/617/assignments/10378,build_weeks,,2020-12-03 18:21,2020-12-05 01:37
168550000000008192,LLP_FT_2010_LABS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/496/assignments/8192,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008193,LLP_FT_2010,Mock Interview Guides,https://lambdaschool.instructure.com/courses/495/assignments/8193,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008194,LLP_FT_2010_LABS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/496/assignments/8194,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008196,LLP_FT_2010_LABS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/496/assignments/8196,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008197,LLP_FT_2010,Mock Interview Guides,https://lambdaschool.instructure.com/courses/495/assignments/8197,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008200,LLP_FT_2010_LABS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/496/assignments/8200,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008201,LLP_FT_2010,Mock Interview Guides,https://lambdaschool.instructure.com/courses/495/assignments/8201,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008202,LLP_FT_2010,Mock Interview Guides,https://lambdaschool.instructure.com/courses/495/assignments/8202,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008280,LLP_FT_2010_CS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/509/assignments/8280,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008281,LLP_FT_2010_CS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/509/assignments/8281,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008282,LLP_FT_2010_CS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/509/assignments/8282,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008529,LLP_PT_2010_CS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/497/assignments/8529,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008532,LLP_PT_2010_CS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/497/assignments/8532,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008533,LLP_PT_2010_CS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/497/assignments/8533,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008537,LLP_PT_2010_LABS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/499/assignments/8537,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008538,LLP_PT_2010_LABS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/499/assignments/8538,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008539,LLP_PT_2010_LABS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/499/assignments/8539,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008548,LLP_PT_2010,Mock Interview Guides,https://lambdaschool.instructure.com/courses/498/assignments/8548,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008549,LLP_PT_2010,Mock Interview Guides,https://lambdaschool.instructure.com/courses/498/assignments/8549,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008550,LLP_PT_2010,Mock Interview Guides,https://lambdaschool.instructure.com/courses/498/assignments/8550,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000008686,LLP_FT_2010_CS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/509/assignments/8686,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010536,LLP_FT_2011,Mock Interview Guides,https://lambdaschool.instructure.com/courses/646/assignments/10536,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010537,LLP_FT_2011,Mock Interview Guides,https://lambdaschool.instructure.com/courses/646/assignments/10537,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010538,LLP_FT_2011,Mock Interview Guides,https://lambdaschool.instructure.com/courses/646/assignments/10538,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010539,LLP_FT_2011,Mock Interview Guides,https://lambdaschool.instructure.com/courses/646/assignments/10539,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010604,LLP_FT_2011_CS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/642/assignments/10604,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010605,LLP_FT_2011_CS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/642/assignments/10605,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010606,LLP_FT_2011_CS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/642/assignments/10606,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010607,LLP_FT_2011_CS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/642/assignments/10607,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010654,LLP_FT_2011_LABS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/641/assignments/10654,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010655,LLP_FT_2011_LABS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/641/assignments/10655,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010656,LLP_FT_2011_LABS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/641/assignments/10656,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010657,LLP_FT_2011_LABS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/641/assignments/10657,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010716,LLP_PT_2011,Mock Interview Guides,https://lambdaschool.instructure.com/courses/643/assignments/10716,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010717,LLP_PT_2011,Mock Interview Guides,https://lambdaschool.instructure.com/courses/643/assignments/10717,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010718,LLP_PT_2011,Mock Interview Guides,https://lambdaschool.instructure.com/courses/643/assignments/10718,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010719,LLP_PT_2011,Mock Interview Guides,https://lambdaschool.instructure.com/courses/643/assignments/10719,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010775,LLP_PT_2011_CS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/645/assignments/10775,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010776,LLP_PT_2011_CS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/645/assignments/10776,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010777,LLP_PT_2011_CS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/645/assignments/10777,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010778,LLP_PT_2011_CS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/645/assignments/10778,llp,,2020-12-03 18:21,2020-12-05 01:35
168550000000010826,LLP_PT_2011_LABS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/644/assignments/10826,llp,,2020-12-05 01:35,2020-12-05 01:35
168550000000010827,LLP_PT_2011_LABS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/644/assignments/10827,llp,,2020-12-05 01:35,2020-12-05 01:35
168550000000010828,LLP_PT_2011_LABS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/644/assignments/10828,llp,,2020-12-05 01:35,2020-12-05 01:35
168550000000010829,LLP_PT_2011_LABS,Mock Interview Guides,https://lambdaschool.instructure.com/courses/644/assignments/10829,llp,,2020-12-05 01:35,2020-12-05 01:35
168550000000010347,WEB_4.4N_WEBPT19,Module 1 (A Week Mon/Tues) Checklist Quiz,https://lambdaschool.instructure.com/courses/624/assignments/10347,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010348,WEB_4.4N_WEBPT20,Module 1 (A Week Mon/Tues) Checklist Quiz,https://lambdaschool.instructure.com/courses/639/assignments/10348,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010215,WEB_2.4_WEBPT23,Module 1 (A Week Tuesday) Checklist Quiz,https://lambdaschool.instructure.com/courses/622/assignments/10215,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010216,WEB_2.4_WEBPT24        WEB Unit 2 Build - WEBPT24,Module 1 (A Week Tuesday) Checklist Quiz,https://lambdaschool.instructure.com/courses/634/assignments/10216,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010275,WEB_3.4_WEBPT21,Module 1 (A Week Tuesday) Checklist Quiz,https://lambdaschool.instructure.com/courses/623/assignments/10275,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010288,WEB_3.4_WEBPT22,Module 1 (A Week Tuesday) Checklist Quiz,https://lambdaschool.instructure.com/courses/636/assignments/10288,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010392,DS_1.4_DSPT10,Module 1 Project,https://lambdaschool.instructure.com/courses/617/assignments/10392,build_weeks,,2020-12-03 18:21,2020-12-05 01:37
168550000000010227,WEB_2.4_WEBPT23,Module 2 (A Week Wed/Thurs) Checklist Quiz,https://lambdaschool.instructure.com/courses/622/assignments/10227,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010228,WEB_2.4_WEBPT24        WEB Unit 2 Build - WEBPT24,Module 2 (A Week Wed/Thurs) Checklist Quiz,https://lambdaschool.instructure.com/courses/634/assignments/10228,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010289,WEB_3.4_WEBPT21,Module 2 (A Week Wed/Thurs) Checklist Quiz,https://lambdaschool.instructure.com/courses/623/assignments/10289,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010306,WEB_3.4_WEBPT22,Module 2 (A Week Wed/Thurs) Checklist Quiz,https://lambdaschool.instructure.com/courses/636/assignments/10306,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010356,WEB_4.4N_WEBPT19,Module 2 (A Week Wed/Thurs) Checklist Quiz,https://lambdaschool.instructure.com/courses/624/assignments/10356,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010357,WEB_4.4N_WEBPT20,Module 2 (A Week Wed/Thurs) Checklist Quiz,https://lambdaschool.instructure.com/courses/639/assignments/10357,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010393,DS_1.4_DSPT10,Module 2 Project,https://lambdaschool.instructure.com/courses/617/assignments/10393,build_weeks,,2020-12-03 18:21,2020-12-05 01:37
168550000000010354,WEB_4.4N_WEBPT19,Module 3 (A Week 5th Day / B Week Monday) Checklist Quiz,https://lambdaschool.instructure.com/courses/624/assignments/10354,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010355,WEB_4.4N_WEBPT20,Module 3 (A Week 5th Day / B Week Monday) Checklist Quiz,https://lambdaschool.instructure.com/courses/639/assignments/10355,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010282,WEB_3.4_WEBPT21,Module 3 (A Week 5th Day/ B Week Monday) Checklist Quiz,https://lambdaschool.instructure.com/courses/623/assignments/10282,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010294,WEB_3.4_WEBPT22,Module 3 (A Week 5th Day/ B Week Monday) Checklist Quiz,https://lambdaschool.instructure.com/courses/636/assignments/10294,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010219,WEB_2.4_WEBPT23,Module 3 (A Week 5th Day/B Week Monday) Checklist Quiz,https://lambdaschool.instructure.com/courses/622/assignments/10219,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010220,WEB_2.4_WEBPT24        WEB Unit 2 Build - WEBPT24,Module 3 (A Week 5th Day/B Week Monday) Checklist Quiz,https://lambdaschool.instructure.com/courses/634/assignments/10220,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010395,DS_1.4_DSPT10,Module 3 Project,https://lambdaschool.instructure.com/courses/617/assignments/10395,build_weeks,,2020-12-03 18:21,2020-12-05 01:37
168550000000010221,WEB_2.4_WEBPT23,Module 4 (B Week  Tues/Wed) Checklist Quiz,https://lambdaschool.instructure.com/courses/622/assignments/10221,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010223,WEB_2.4_WEBPT24        WEB Unit 2 Build - WEBPT24,Module 4 (B Week  Tues/Wed) Checklist Quiz,https://lambdaschool.instructure.com/courses/634/assignments/10223,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010260,WEB_3.4_WEBPT21,Module 4 (B Week Tues/Wed) Checklist Quiz,https://lambdaschool.instructure.com/courses/623/assignments/10260,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010273,WEB_3.4_WEBPT22,Module 4 (B Week Tues/Wed) Checklist Quiz,https://lambdaschool.instructure.com/courses/636/assignments/10273,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010350,WEB_4.4N_WEBPT19,Module 4 (B Week Tues/Wed) Checklist Quiz,https://lambdaschool.instructure.com/courses/624/assignments/10350,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010353,WEB_4.4N_WEBPT20,Module 4 (B Week Tues/Wed) Checklist Quiz,https://lambdaschool.instructure.com/courses/639/assignments/10353,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010397,DS_1.4_DSPT10,Module 4 Project,https://lambdaschool.instructure.com/courses/617/assignments/10397,build_weeks,,2020-12-03 18:21,2020-12-05 01:37
168550000000010336,WEB_4.4N_WEBPT19,Module 5 (B Week Thurs / 5th Day) Checklist Quiz,https://lambdaschool.instructure.com/courses/624/assignments/10336,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010338,WEB_4.4N_WEBPT20,Module 5 (B Week Thurs / 5th Day) Checklist Quiz,https://lambdaschool.instructure.com/courses/639/assignments/10338,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
168550000000010224,WEB_2.4_WEBPT23,Module 5 (B Week Thurs/5th Day) Checklist Quiz,https://lambdaschool.instructure.com/courses/622/assignments/10224,build_weeks,,2020-12-03 18:21,2020-12-05 01:38
